text,intent
@AmazonHelp Already contacted so many times via chat msger but nthing hapns. Your agent told me last time that next emi is not incdg int but its inclded,complaint_or_unresolved
@AmazonHelp I was told call back by a manager in one hour at approx 18:30. Still waiting. You have my property &amp; no one is willing to work with me to enable me to get it in a timely manner. Why do I pay for amazon prime if it doesn’t give me the next day delivery it promised on this item?,complaint_or_unresolved
@AmazonHelp Can you DM please as this issue is still not resolved and I would like to talk to someone who’s from England please as no one has helped!!,complaint_or_unresolved
"@AmazonHelp No resolution has been done from your side.Already contacted via this link 2-3 times.
Here is the Tracking #
184123617427",complaint_or_unresolved
@AmazonHelp New business account for use of AWS. I talked to someone via Chat support they have escalated my case.,complaint_or_unresolved
@AmazonHelp Waste of 45 minutes as supervisors are all too busy. Someone is apparently calling me back within 24 hours. Shame I have to go to work...,complaint_or_unresolved
@AmazonHelp No response as usual,complaint_or_unresolved
@AmazonHelp Thats the first thing i did.... no response!!,complaint_or_unresolved
@AmazonHelp I have had a horrible customer experience today. I would rate it myself and do pass on this to your supervisor or whomsoever. Thanks though!,complaint_or_unresolved
@AmazonHelp I have done and all that could be done was to escalate to the shipping department. I’d like a contact number for myHermes so they can explain why their drivers aren’t trust worthy and lie. Their website has a number which isn’t manned and just an automated recording.,complaint_or_unresolved
@AmazonHelp Please have this escalated to some manager.,complaint_or_unresolved
@115830 @AmazonHelp Apparently Amazon UK think its ok to send porn advertisements to a 10 year old kids table. My colleague and her son are very upset! Been waiting for a manager call back for more then 24 hours! Expected more from such a solid brand! #AMAZON #PORN,complaint_or_unresolved
"@AmazonHelp I called and confirmed to Amazon, they said the message was originated from Amazon and they also said they have escalated the issue.",complaint_or_unresolved
@AmazonHelp i missed my occasion to gift.. no proper response.. wat s d use of being prime member.. very disappointed,complaint_or_unresolved
@AmazonHelp Pps still no Email from you guys so suspect the supervisor isn’t Doing as promised now either.,complaint_or_unresolved
@AmazonHelp Still the issue is not resolved! 12hrs then 48 hrs... Wasted!,complaint_or_unresolved
@AmazonHelp Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon,complaint_or_unresolved
@AmazonHelp @115850  very disappointed with my product seriously,complaint_or_unresolved
@AmazonHelp Already done but still the problem is not resolved by Amazon. Worst experience of Amazon,complaint_or_unresolved
@AmazonHelp I've already contacted your team using the same link via both email and call options! No resolution yet,complaint_or_unresolved
@AmazonHelp still no response from your end.pathetic customer service,complaint_or_unresolved
"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",complaint_or_unresolved
@AmazonHelp Had contacted support team &amp; warned of delays in btwn as I hav never seen delivery delays frm amzn. But support team didnt properly escalate,complaint_or_unresolved
"@AmazonHelp @149473 That's was your job to make it escalated and for above mentioned some reason ,how they have picked up now if constraints are there , so you please don't give false information to loyal customers of yours",complaint_or_unresolved
"@AmazonHelp Now she is asking if I want the tracking info, and I have that! It says delivered!!! I have asked for a supervisor or someone from Amazon corporate 4 Times and she won’t transfer me to anyone.",complaint_or_unresolved
@AmazonHelp every time they tell me that they have escalated to the delivery department and that it would be fixed the next time.,complaint_or_unresolved
@AmazonHelp Have this escalated to ur CEOs offive,complaint_or_unresolved
@AmazonHelp My query is not resolved @115850,complaint_or_unresolved
@AmazonHelp Issue not resolved yet. No follow up from the team. Already provided all the relevant details. 16 days are already over. When will you act?,complaint_or_unresolved
@AmazonHelp As ive said I've contacted already twice and no response. I want a number of someone I can speak to??? Why is that so difficult?,complaint_or_unresolved
Written Apology letter should be delivered to my address frm supervisor Ajay Desai and delivery services team @AmazonHelp @115850,complaint_or_unresolved
@AmazonHelp No response at all,complaint_or_unresolved
@AmazonHelp Yes. We were told if the package doesn’t arrive tomorrow we would be up for compensation. We now know the package has never been sent.  Two day shipping indeed. Very disappointed and upset my vacation is being stressed.,complaint_or_unresolved
"@AmazonHelp Nothing. The lady I spoke to didn't understand what I was trying to tell her, so I spent half an hour to no avail. Still waiting for the supervisor ring. Was told one to two hours and that was four hours ago!",complaint_or_unresolved
@AmazonHelp no response? https://t.co/3NK6FuFwHL,complaint_or_unresolved
"@AmazonHelp I’ve asked, no manager available.",complaint_or_unresolved
@AmazonHelp why do y’all disconnect while in cut when you’re in the wrong? I’m so upset with your CS and would like to speak to a Supervisor,complaint_or_unresolved
@AmazonHelp Amazon. Got email 5pm yesterday saying sorry for delay but dispatching soon and nothing since. I emailed this AM but responses not helpful.,complaint_or_unresolved
@AmazonHelp Your customer service supervisor Prabhat hung up on my fiancé stating can’t do anything and another supervisor Ranjita gave me email id to complaint stating this is the best she can do. Is this really the best Amazon can do for such abuse. We are also filing an FIR.,complaint_or_unresolved
"@AmazonHelp Yes, it was escalated by email to a manager and I'm basically waiting throughout this evening to see if it will be placed on a truck today.",complaint_or_unresolved
@AmazonHelp I did. And all I got was a measly promo credit for a part of the service I never use. Super unhelpful. Very terrible service,complaint_or_unresolved
"@3710 @AmazonHelp please escalate this as I am not getting my shipment till today which was supposed ti be delivered on 26th Nov.Everyday I am calling to the courier #qexpress, they also do not give me any assurance of delivery. Dear @3710 its ruining your reputation and faith",complaint_or_unresolved
@AmazonHelp That link routes me to the US website and I ordered from The Canadian. It was Intelcom which I never heard about before and read bad reviews that are coming true in my situation. The CSA was supposed to call me back with an explanation for the delay and no response.,complaint_or_unresolved
@AmazonHelp I received an email that I have to wait for 48 hours...even if I would have escalated this issue...made several calls to Amazon or amarex..I would have got the courier by Monday...@AmazonHelp  was of no help to serve the purpose..I was given false updates till now !!,complaint_or_unresolved
"@AmazonHelp Already contacted customer care but they said they doesn't know anything
It's 2017 update urself guys, still cheques",complaint_or_unresolved
@115851 @115850 It's already more than 48 hours to give u all the details....still no response.. Ur 48 hrs is also over @AmazonHelp @115821 @115850,complaint_or_unresolved
@AmazonHelp Yes I did escalate the same...I was asked to wait for 48hrs but it's been more then 48hrs now...,complaint_or_unresolved
@AmazonHelp 30 min talk with cust serv rep &amp; supervisor. Now waiting for answer on when intelcom will deliver item they've had since Sun. Everytime!!,complaint_or_unresolved
@AmazonHelp I’ve already got this escalated 3 times,complaint_or_unresolved
@AmazonHelp Quelle réponse intelligente !?! Bac+ 5 pour être un CM de si haut niveau ?! #Amazon #CommunityManager bas de gamme,complaint_or_unresolved
"@AmazonHelp Still no one has bothered to contact me either via the link you sent me, or following my request for a Manager to call me back yesterday. What the fuck is going on with you? Why is it impossible to call someone back when you say you will? #fail #amazonlies",complaint_or_unresolved
@AmazonHelp You message is not helpful. Really disappointed with the service.,complaint_or_unresolved
@AmazonHelp It's actually the first time I've had an issue with an order.. I already contacted thr seller to let them know I'm returning it.,complaint_or_unresolved
@115850 @AmazonHelp @45604 Amazon Order No. 408-8032741-7865923 not installed yet. Kodak 32HDXsmart H/L no. 9311119721 no response.,complaint_or_unresolved
@AmazonHelp I m fade up. No response is obtained from you after posting the details as per your advice for three times,complaint_or_unresolved
@AmazonHelp Have already emailed but no response,complaint_or_unresolved
"Hey @115821 when your drivers mark something delivered, they should actually deliver it first.
@AmazonHelp has been useless and not helpful",complaint_or_unresolved
@AmazonHelp The package was sealed and delivered but the headphones weren’t in the box that was inside the sealed bag. I already contacted Amazon. Not a good experience.,complaint_or_unresolved
@AmazonHelp so after 1 hour and 10 minutes on the phone they have advised me they will escalate this to the transport team!!!! They cant do any more and have disconnected the call!!! Wow! Great service @115830,complaint_or_unresolved
@AmazonHelp Tried that. Basically told can’t do anything about it being delivered today have to be tomorrow. Terrible service,complaint_or_unresolved
@AmazonHelp How many times I need to? Pls stop cheap drama. Ur executive already reschdld for today. Let me see which media I can escalate now.,complaint_or_unresolved
Hey @AmazonHelp who trains your customer service reps? Awful service and they didn't even recommend a solution,complaint_or_unresolved
"@AmazonHelp I have shared the details and already contacted your customer service 7 times but still no update about shipment. I am waiting for my order, please let me know if you cann't deliver it by today so that I can go home.",complaint_or_unresolved
@AmazonHelp  I am waiting for my one day promised delivery even on the second day. PATHETIC! No response. Order# 114-1485690-6070629,complaint_or_unresolved
@AmazonHelp I told Nikita but she denied outight helping &amp; connecting me to supervisor for a security threat I rcd in name of amazon. Right?,complaint_or_unresolved
@AmazonHelp Can I speak to a supervisor please,complaint_or_unresolved
@AmazonHelp Nah. Did that last time and got no response back. Just tell your delivery guys to stop helping package thieves.,complaint_or_unresolved
@AmazonHelp Still no response,complaint_or_unresolved
@AmazonHelp Supposedly the chat rep I spoke to already did. I've escalated before. Nothing happens.,complaint_or_unresolved
"@AmazonHelp Already contacted,they are saying it's technical glitch,need to wait for few hours,in the starting only you are failing to deliver recharge services @116329",complaint_or_unresolved
@AmazonHelp I did file a ticket. No response. I fly in 36 hours.,complaint_or_unresolved
@AmazonHelp Any update on the same???  Don't you think it's high time to escalate the same to higher grievance cell?,complaint_or_unresolved
@AmazonHelp No response for calls. Very much unsatisfied. Didn't expect it from Amazon,complaint_or_unresolved
@33129 @AmazonHelp still no response... Great service #Amazon 👍🏼,complaint_or_unresolved
@AmazonHelp I have reported twice and no response yet.,complaint_or_unresolved
@522741 @AmazonHelp Demand escalation to supervisor,complaint_or_unresolved
@AmazonHelp no response from amazon team..,complaint_or_unresolved
@AmazonHelp But nothing. I have screenshot the chat so please have a manager re call me back,complaint_or_unresolved
@AmazonHelp No I was promised that an Amazon supervisor would call me at 1800. It's now 1917 and no call has come in @115830  lies again!!,complaint_or_unresolved
"@AmazonHelp Not helpful. What I want is for you to compel the carrier to locate and deliver the package today, Sunday. Apparently that is too much to ask.",complaint_or_unresolved
@AmazonHelp thank you amazon for your help. still very disappointed with @122232,complaint_or_unresolved
@AmazonHelp I did. Finally resolved after jerking me and UPS around - supervisor stating they UPS could return which they couldn’t. (Its “iain” btw).,complaint_or_unresolved
@AmazonHelp Thats a standard reply and i am not satisfied with the same and would like to file a complaint to escalate further,complaint_or_unresolved
"@AmazonHelp I have an order with the expected delivery date of Thursday, November 30th. It did not come. I have contacted live chat and they told me that it would come Friday, December 1st. It did not come as well. Now I'm being told to wait until December 2nd? Not helpful.",complaint_or_unresolved
"@AmazonHelp Already did that last night, still no response.
Also, 1st number of delivery boy remain switched off whole day and today number was updated and when i called that number someone else answered that call. Please look into this and get my 5T delivered today.",complaint_or_unresolved
@AmazonHelp I’m still waiting to speak to a supervisor #onhold #betterthingstodowithmytime,complaint_or_unresolved
@AmazonHelp apparently im getting an email from a manager at some stage who is going to help me,complaint_or_unresolved
@AmazonHelp That’s not helpful.,complaint_or_unresolved
"@AmazonHelp Attempted to re-open account, but then says I will get an email within 48 hours about it. Still unresolved.",complaint_or_unresolved
"@115851 @AmazonHelp @115850 @115851 ARE YOU PRETENDING TO BE DEAF AND DUMB??
I have sent you and amazon india many emails about how i am cheated and harassed by amazon india and its customer care. But no response from you on this??
ABSOLUTELY SHAMELESS!!!",complaint_or_unresolved
@AmazonHelp Just tried to speak to your customer services and he was useless. Now says tuesday! Terrible service! @115851,complaint_or_unresolved
Very disappointed from @115850 @AmazonHelp services.They didn't delivered my packet worth 13k &amp; told it was lost by courier boy. #SHAME,complaint_or_unresolved
@AmazonHelp I filed a claim as soon as it happened. I have that page bookmarked now b/c this happens so often. AMZL is a terrible service. It's shameful,complaint_or_unresolved
"@AmazonHelp Complaint still not resolved. Have written to cis@amazon, invetigate@ and account-assist @115821.in",complaint_or_unresolved
"@115851 @AmazonHelp @115850 #jeffbezos HAVE YOU FOUNDED AMAZON INDIA TO CHEAT INNOCENT INDIAN PEOPLE?? First I have been cheated then harassed by Amazon India, after that srnt you detail complaint many times but no response. A BIG SHAME!!!",complaint_or_unresolved
@AmazonHelp your website says my parcel has been delivered and handed to me. It hasn’t. Please advise. I am sick of having to contact you because of terrible service.,complaint_or_unresolved
"@AmazonHelp Asked 1 rep to escalate. She said she couldn't, wished me a Happy Holidays and ended the chat abruptly. Had to talk to someone else &amp; go through all of that all over again. You guys couldn't cancel the order, adjust the price, or do anything!",complaint_or_unresolved
@AmazonHelp It's been two days over still no response worst.... https://t.co/NBchx71IGu,complaint_or_unresolved
"@AmazonHelp This is the Customer Service @AmazonHelp that despite giving full details 2 days ago, no response from your side.",complaint_or_unresolved
@AmazonHelp @184876 That's not helpful at all,complaint_or_unresolved
"@AmazonHelp As per tracking the package reached station today 11.51 AM and still it not went out for delivery!!!  much tired of following up. Customer service should have escalated this issue to logistics, but no proper action.",complaint_or_unresolved
@AmazonHelp They do not seem to understand very well and the only thing they can do is escalate the issue and you basically wait another 3 days for help,complaint_or_unresolved
@AmazonHelp All good. I was able to finish the conversation. The issue is being escalated.,complaint_or_unresolved
@AmazonHelp Which i denied and asked few questions for which I have no response I had attached screenshot of the same too attaching again for last time https://t.co/6AyzBYEIM2,complaint_or_unresolved
@AmazonHelp I have replied to that mail but there is no response from the team.,complaint_or_unresolved
"@AmazonHelp @579927 Sunil,

@115821 is involved in #unethical, #immoral practices as they #dupe customers. Some of their supervisors are #scoundrels, #cowards &amp; #morons as they #blocked my number after #cheating me. Amazon #misleads customers. Time to expose their #fraud.

#AmazonSucks #BanAmazon",complaint_or_unresolved
"@AmazonHelp Astounded by the so called customer service I received yesterday. Expected a lot more from Amazon. Webchat agent with a terrible attitude, passed to supervisor who promised to email me last night - no email! Shameful!",complaint_or_unresolved
@AmazonHelp and no response! :-/ https://t.co/scFQzlqH0p,complaint_or_unresolved
@AmazonHelp I kept your customer services manager on the phone for nearly 2hrs &amp; drove 2 the depot 2 collect the item myself. With him still on the line,complaint_or_unresolved
@AmazonHelp Navjot manager(?) From ur call centre told me that there is 1. Now either he is right or u r right! What is this? 1/2,complaint_or_unresolved
@AmazonHelp Problem still not resolved. Not getting items delivered even after they are out for delivery,complaint_or_unresolved
"@AmazonHelp That is no used to me as it is a present and my friends fly back to Canada on 4th Dec!
Terrible service and I will making sure everyone hears about this #zerocustomerservice",complaint_or_unresolved
@AmazonHelp Stop asking non sense. it's been mid of the day providing hell of details but no response yet. Not even Surya Flames responded #JeffBezos,complaint_or_unresolved
@AmazonHelp I've done that before  and had no response!,complaint_or_unresolved
"@AmazonHelp Already contacted on customer support team but sorry to say, result is zero",complaint_or_unresolved
@AmazonHelp What's the purpose of his Twitter handle?? Can U atleast escalate my issue??? Do u need order number or name/I'd something???,complaint_or_unresolved
I don’t know why I get my hopes up. Also thanks to Adrianna the supervisory rep at @AmazonHelp for flat out lying to me saying you spoke to a @118706 rep this morning and that it was on the truck. Their call lines are closed today. Get your shit together @115821 https://t.co/KGuLBFSV3m,complaint_or_unresolved
@472383 @AmazonHelp Terrible service to pay that much money for it and they can’t deliver a parcel on time,complaint_or_unresolved
"@AmazonHelp Sorry for delay in responding. I had a lengthy chat with a supervisor who said there was a mishap along the way with the carrier. Why someone could not have simply told me that before instead of repeating ""wait until Dec 2"" is beyond me. /1",complaint_or_unresolved
@AmazonHelp All my reviews from my account deleted and unable to leave anymore. Contacted various emails and online chat but no response,complaint_or_unresolved
@AmazonHelp I have already said that I have send a mail at 7:19 pm but no response I had got. @AmazonHelp,complaint_or_unresolved
@AmazonHelp No options. No info. Asked to speak to a supervisor and not convinced it was even a supervisor I was given as he was less helpful w/ no info,complaint_or_unresolved
@AmazonHelp also escalate but how time solve this tell me,complaint_or_unresolved
@AmazonHelp Sorry escalated concerned are BIG words/Jargon which is not helping a harassed customer like me,complaint_or_unresolved
@AmazonHelp Unfortunately this response is not all that helpful - I still have no response from amazon or access to own acc.,complaint_or_unresolved
@AmazonHelp And all the call centre could say on continuous repeat was you have no account I can't discuss it... Awful service.,complaint_or_unresolved
"@AmazonHelp #405-5773467-1959542, #404-3518640-4089105, #404-2515746-5797958. all order got rejected.No response by Customer care. (2/2)",complaint_or_unresolved
@AmazonHelp @115850 already provided. No response. No resolution. Stop sugar coating please,complaint_or_unresolved
@AmazonHelp I called CS but they were not helpful at all I do not have my order my neighbour do not so the driver is the only other person who could,complaint_or_unresolved
@AmazonHelp Please escalate this.  I want this fixed NOW.,complaint_or_unresolved
@AmazonHelp your lockers are a bit of a joke recently... Twice in 2 weeks that I've got notification that my parcels have arrived at the lockers but no code to open the locker! Not helpful!,complaint_or_unresolved
@AmazonHelp More than one week still not resolved ..who will bear the loss....Bcoz of amazon i can't get the product #OnePlus5T @132994 @132995,complaint_or_unresolved
@AmazonHelp I've already been on the phone talking to managers and all sorts and the best your multi billion dollar company could offer me in compensation for MISSING £1240 for 2 weeks was a £10 gift card? Can you believe it buddy?? I sure can't.,complaint_or_unresolved
@115821 @AmazonHelp strange to see such a excuse and reply getting from manager for account __email__,complaint_or_unresolved
@AmazonHelp I am very disappointing with the service of seller support my cases is not resolved its takes 3 months. Plz help,complaint_or_unresolved
"@AmazonHelp UPS; already spoke to dispatch supervisors 3x - 1st time said they tried to deliver  (a lie, I was home), 2nd time said they would redeliver",complaint_or_unresolved
"@AmazonHelp I've already contacted support about this earlier, but wanted to show off my new hardware. That being said, you've gotta improve on AMZL_US.",complaint_or_unresolved
"15 days now... and no response from @115830 or @AmazonHelp or @115851 LOL ""#DASH.. Aha!!!! It'll save every one of us!"" Or not. https://t.co/hnbPEtF0QU",complaint_or_unresolved
"@AmazonHelp Have done that already, but no response. Just started with #AmazonPrime and it doesn't look good.",complaint_or_unresolved
@AmazonHelp Already tweet to founder plz close your company. 405-8158996-7018755. 1 oct order placed no response from your side,complaint_or_unresolved
@AmazonHelp I’ve been calling customer support India related to a product return. No response after 5 calls &amp; escalation. &amp; 5 weeks. Please help.,complaint_or_unresolved
@AmazonHelp That your technical team will escalate it and get back to me. That was at least 10 days ago,complaint_or_unresolved
@AmazonHelp now it’s been 13min on hold and the manager still hasn’t picked up,complaint_or_unresolved
"@AmazonHelp The manager and schedule it to be delivered later, late, today by 8pm and now im being told it’s being sent back and will come Tuesday",complaint_or_unresolved
@AmazonHelp still no response. Great going guys,complaint_or_unresolved
@AmazonHelp U know start finding ur mgt id so tht can escalate,complaint_or_unresolved
@AmazonHelp A claim and escalated. Then the same bs email about how more info is needed and the seller hasn’t received the item. Horrible customer serv.,complaint_or_unresolved
"@AmazonHelp Not Helpful, Jiofi is eligible for prime shipping.",complaint_or_unresolved
@115830 @AmazonHelp yet more incompetence. I’ve spoken to 3 customer service staff and 2 managers and still my items haven’t arrived!,complaint_or_unresolved
"@AmazonHelp Yes, all of these steps. Apartment complex manager had postal employee look in every parcel pending box and it is nowhere.",complaint_or_unresolved
"@AmazonHelp Not helpful. Because when I click on that link it asks me to sign in, and I can't, because it won't let me!",complaint_or_unresolved
@AmazonHelp Finding high difficulty in getting the package for the day. No response from support team too 9500034681,complaint_or_unresolved
@115821 @AmazonHelp An amazon supervisor just hung up on me. Literally stunned.,complaint_or_unresolved
@AmazonHelp order id#405-4331664-4121908 .. Waiting since 8th October now...Pls escalate this issue,complaint_or_unresolved
"Still no resolution, no response on email, no response on call, no response on @123765 @115821 @115850 @AmazonHelp @131027 https://t.co/7fRbH5KaIb",complaint_or_unresolved
"@AmazonHelp Desde el 13/10 no recibo paquetes, en atención al cliente no saben que decirme dos supervisoras llevan mi caso y sin respuesta se pasan la",complaint_or_unresolved
@115850 @AmazonHelp @120697 I wont stop tweeting till the time I do not get my product and I also want the supervisor to write an apology email @AmazonHelp @115850,complaint_or_unresolved
@AmazonHelp I have now spoken to the customer services and the issue is being escalated. Thank you for your contact though. I hope this issue will be sorted.,complaint_or_unresolved
@AmazonHelp There was no option. Just someone saying they understand and they are sorry. The time after that I asked to talk to a manager....,complaint_or_unresolved
"@AmazonHelp This issue not resolved, now it's showing return window closed, I want to return the product, not getting any response plz resolve",complaint_or_unresolved
"@AmazonHelp I'm just getting terrible service. Finally managed to get onto live chat, only to be told that it would be better to get assistance over the phone. However, Amazon won't phone South Africa. 

So basically, no help is being offered!",complaint_or_unresolved
@AmazonHelp Still unresolved,complaint_or_unresolved
@AmazonHelp What is the status still no response,complaint_or_unresolved
@AmazonHelp Very disappointed on the poor delivery service as a prime member. For your information @118702 @4030 more better in delivery system.,complaint_or_unresolved
@AmazonHelp What order details? I amnsending the messages so that this issue gets escalated to ur managent. Ur exec Avinash has hung up on me.,complaint_or_unresolved
@AmazonHelp Already chatted w/ your CSR - it precipitated our cancelling Prime and removing all your apps from our devices. This needs to be escalated.,complaint_or_unresolved
"@AmazonHelp Thanks, have been in touch and my item was “stuck”. So again another item ordered that has failed to arrive on time. Awful service",complaint_or_unresolved
"@AmazonHelp I escalated lot but they always giving me robotics answer with false commitment. I get frustrated , I want my product 404-6386192-6857919",complaint_or_unresolved
@AmazonHelp Still no response from Amazon,complaint_or_unresolved
@AmazonHelp I asked about complaints procedure and the supervisor said that @115830 doesn’t have a complaint procedure.only feedback form,complaint_or_unresolved
@AmazonHelp Your service lvls have gone down hill really badly. I received the worst customer service from you guys the other day on a v simple issue. Chats and calls with 5 different reps &amp; still no resolution. One even ended the chat on me saying they can't escalate! WOW.,complaint_or_unresolved
@AmazonHelp Hi I am not happy at all NO response from @115830 this is not acceptable it’s Racism which I wouldn’t expect from Amazon...... https://t.co/jjAJS8njHt,complaint_or_unresolved
"@116935 @AmazonHelp Lost access for &gt;10days now to my music library and Prime music, daily driver for the entire family... Somehow the country settings have been changed. Calls to your support staff couldn't resolve. Please escalate and help asap...",complaint_or_unresolved
@AmazonHelp I have pre-ordered Football Manager 2018. It's release date is 10/11/2017 but it says I won't receive it till 10th January. Why?,complaint_or_unresolved
@AmazonHelp Still no further update after a promise of an email from a supervisor. What are you going to do?,complaint_or_unresolved
"@AmazonHelp I spent all day yesterday on the phone or chatting on the site. I know where it goes. You will not cancel a hub account, you will not cancel the consumer account that you opened, you will blame the property manager.",complaint_or_unresolved
"@AmazonHelp Yeah, but given today is Saturday that means at least two days, not helpful when I needed it today.  The general problem going to be fixed?",complaint_or_unresolved
@AmazonHelp @115821 @1404 No response till now as expected.. Just giving fake commitments.. We ll get back to you soon kind of.. You guys are pathetic @AmazonHelp https://t.co/v22osQteDA,complaint_or_unresolved
@AmazonHelp I appreciate the confidence you kept in @115821 cust serv but unfortunately there is nothing of that sort. I checked all my folders including spam for the umpteenth time now to find no response from your revered #Accountspecialists who I even doubt if they actually exist,complaint_or_unresolved
@AmazonHelp Seems to be status quo. No response and surprised at the response from Abhishek of your team,complaint_or_unresolved
@AmazonHelp @115821 already contacted  4times with your support team regarding delivery but there is no communication between you guys,complaint_or_unresolved
"@AmazonHelp It's two days already, no response from your end, we need to get Replacement immidiately",complaint_or_unresolved
@AmazonHelp WOW Amazon customer service chat is terrible...  Am in chat right now and this is unbelievable.  I know English is not the first language of the customer service reps but they aren't comprehending ANYTHING. NOT HELPFUL.,complaint_or_unresolved
"@AmazonHelp @AmazonHelp  at which point I went back on the chat and mentioned what happened. I then set my phone down to eat dinner, a supervisor named Rajesh M blew up my phone with no less than 30 messagesmessagesq",complaint_or_unresolved
@AmazonHelp Once again on the phone. It has been multiple shippers. Right now waiting on lasership and a supervisor. Your company is a joke! #boycottprime #holidayshopping,complaint_or_unresolved
"@161019 @AmazonHelp Same. Then they emailed promotions who said sorry, too bad. I got a supervisor and she told me the same thing. Then I preordered digital",complaint_or_unresolved
@AmazonHelp Had mailed. No response. Had added money in AmazonPay balance but your system kept cancelling order. Had to pay from card. (1/2),complaint_or_unresolved
@AmazonHelp I have contacted customer service and it has been 5 days with no response,complaint_or_unresolved
@AmazonHelp I repli d to you just waiting for you to get a manager in touch with ne,complaint_or_unresolved
@AmazonHelp Already done but as usual no response.,complaint_or_unresolved
@AmazonHelp Your Customer Care is JUST NOT HELPFUL. You send a fake product &amp; then ask me to Authenticate from the Apple. Sort this please.,complaint_or_unresolved
"@AmazonHelp Yes - several times, as you'll see on all my other posts I've also held on for over an hour on one occasion - only to be told it will get escalated and yet it never does and nobody comes back to me! Today I was told to simply email again?? How is this fair?",complaint_or_unresolved
"@AmazonHelp No sign of parcel, or promised compensation by manager.",complaint_or_unresolved
@AmazonHelp no delivery for 2 days as a Prime member! No explanation &amp; now on hold for 25mins waiting for a supervisor! Terrible service,complaint_or_unresolved
@AmazonHelp I did spoke to your support team. Not helpful. The quality of the product is bad. I don’t mind paying more and getting a better one.,complaint_or_unresolved
"@AmazonHelp Sorry, I'm in Canada. I have checked the tracking (both on Amazon.ca and the company) and there has been no update since Monday evening when it arrived at the warehouse. Called courier and left message for callback, as well as emailed and no response.",complaint_or_unresolved
@AmazonHelp But that is not helpful,complaint_or_unresolved
@AmazonHelp Called and spoke to supervisor: unhelpful. Like a deranged robot repeating policy. And then outright lies.,complaint_or_unresolved
"@AmazonHelp Hello, I'm creaing new ad in campaign manager and I'm still getting this error, my internet is OK, what is going on please ? https://t.co/4AQZNgRsgm",complaint_or_unresolved
@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,complaint_or_unresolved
@AmazonHelp I have shared all the problems before and also fill up the details in the link given by you but no response from amazon team..poor service👎,complaint_or_unresolved
@AmazonHelp Shocking poor customer service manager I was talking too.  I do hope the call was recorded.  Never again will Christmas gifts be ordered from Amazon when they can not be concealed in packaging whereby everyone can see what has been ordered.,complaint_or_unresolved
@AmazonHelp There’s many options on this link how do I get it escalated to software technical specialist?,complaint_or_unresolved
@AmazonHelp This is not helpful. I’ve spent 2+ hrs dealing w/yr customer service and you can’t seem to get this very simple order fulfilled.,complaint_or_unresolved
@AmazonHelp operate in absence of supervisors as Sujai claims that there are 'no supervisors on the floor for next 1 hour' [2/2],complaint_or_unresolved
"I'm having a serious issue with @115821 CS via Chat right now. @AmazonHelp Giving me an attitude, no help &amp; not giving me a supervisor. 😤😡😡😡",complaint_or_unresolved
"@AmazonHelp I received two unknown charges nearly $80 from https://t.co/Fpa6Rk023t, live support was unable to help me and refered me to __email__ to resolve my issue. I have now sent three messages with no response. You are the first person to talk to me since my first issue.",complaint_or_unresolved
please can I be sent your complaints procedures? @AmazonHelp  I refuse to speak to CS anymore and they refused to escalate my issues. #awfulservice,complaint_or_unresolved
@AmazonHelp It was due on 19th..have got no response yet,complaint_or_unresolved
"Yay, again @118706 can deliver to my house correctly and @115817 can't from @115821 even though no signature is required and can just leave it at the door... I don't understand... Already contacted @AmazonHelp again with this. 😒",complaint_or_unresolved
"@AmazonHelp Not helpful! I need the wrong shipment to be picked ASAP, not dropping it anywhere. FIX IT!",complaint_or_unresolved
@AmazonHelp Still on hold for another manager. I've spoken to 3 CSR. They keep saying to keep the item &amp; can give me $5 credit. I can't use the item!,complaint_or_unresolved
@AmazonHelp You will not do anything I know. I am regularly following your customer care but no response nor they are providing any reference of complai,complaint_or_unresolved
"@AmazonHelp its been more two days and yet the problem is not yet resolved. I am pinging this account on DM and there also no response, pathetic.",complaint_or_unresolved
@115850 @AmazonHelp Very disappointed with delivery service. I won't any order from #Amazon in future.,complaint_or_unresolved
"@AmazonHelp I am usually a huge fan but was very disappointed today. Ordered my son an Advent calendar, specified when ordered to deliver in an Amazon box but it came without, was left in the wrong “safe” place and so it got wet in the rain #disappointed #ruined #unacceptable",complaint_or_unresolved
"@AmazonHelp After spending more than 20 minutes on the phone with customer service, the shipments have been escalated. But, the representative could not say with certainty if they will be delivered today.",complaint_or_unresolved
@AmazonHelp Great reply.. you're obviously used to giving awful service.,complaint_or_unresolved
"@AmazonHelp @115821 support have lied, gone against my  wishes and been downright condescending.... let me educate you was what a supervisor said to me!",complaint_or_unresolved
"@4088 @37185 @AmazonHelp @37186 @37187 our account name buyerzone still suspended,no response yet..",complaint_or_unresolved
@115850 @AmazonHelp Dear Cheats will you care to update about the below order status.. Your Amazon.in Order # 403-0745487-1392338.. I am getting no response from your end and I have already made payment from my end.. Stuck .. Not done..,complaint_or_unresolved
@AmazonHelp So attempted to give my number had an error started another chat. Got to a manager package will not be with you today will be tomorrow.,complaint_or_unresolved
